Q0.85,Q0.995,method,diff_Q0.85,diff_Q0.995,n,run
46.40813667601823,96.41852909304791,CF_1,2.093875778401215,-0.19651225755793408,3,1
47.417706693914994,173.0933216890722,CF_2,2.1611804462609996,0.4424443474089351,3,1
59.98610086781288,71.74693277682962,CF_3,2.999073391187525,-0.4021088935264198,3,1
15.0,120.0,FFT,0.0,0.0,3,1
56.40324508858977,112.72253405517232,CF_1,0.02551354706526855,-0.29548416215517304,4,1
57.31307546479122,181.8223034185125,CF_2,0.042055917541658515,0.13638939636570308,4,1
66.2376924404333,109.38697366408027,CF_3,0.20432168073515103,-0.3163314145994983,4,1
55.0,160.0,FFT,0.0,0.0,4,1
94.11187511662507,180.34568042930516,CF_1,-0.2157343740281244,-0.19846364253642151,5,1
95.10174451247636,255.524250789553,CF_2,-0.20748546239603036,0.13566333684245782,5,1
105.12381081573385,184.87860167799715,CF_3,-0.12396824320221794,-0.1783173258755682,5,1
120.0,225.0,FFT,0.0,0.0,5,1
108.07982825677641,201.59590188236658,CF_1,-0.09933476452686325,-0.1771595841536058,6,1
109.01754016426287,272.81321692420295,CF_2,-0.09152049863114277,0.11352333438450182,6,1
117.29816363290838,214.4129322104166,CF_3,-0.0225153030590968,-0.12484517465136076,6,1
120.0,245.0,FFT,0.0,0.0,6,1
109.94714482423561,204.00433130961426,CF_1,-0.08377379313136994,-0.16732925996075812,7,1
110.87792808028942,274.6954293460418,CF_2,-0.07601726599758815,0.12120583406547676,7,1
118.98330812695175,217.51598462960493,CF_3,-0.008472432275402042,-0.1121796545730411,7,1
120.0,245.0,FFT,0.0,0.0,7,1
132.16105227626986,242.42921228518608,CF_1,-0.021029242398001063,-0.21797028295101264,8,1
133.21691033435317,322.61948753032357,CF_2,-0.013208071597383903,0.04070802429136635,8,1
140.09319910937296,269.33518708075803,CF_3,0.03772740081017008,-0.13117681586852248,8,1
135.0,310.0,FFT,0.0,0.0,8,1
133.96027745659802,244.5421664353051,CF_1,-0.007701648469644287,-0.21115430182159647,9,1
135.01133169669328,324.3676014599783,CF_2,8.393849402426457e-05,0.04634710148380093,9,1
141.79992816546905,271.74468307431596,CF_3,0.05036983826273374,-0.12340424814736788,9,1
135.0,310.0,FFT,0.0,0.0,9,1
137.88958857331502,249.5561955478523,CF_1,0.02140435980233351,-0.1949800143617668,10,1
138.9271602433081,328.3576567540467,CF_2,0.029090075876356255,0.059218247593698946,10,1
145.46263685094638,277.6484461582855,CF_3,0.07750101371071394,-0.1043598511023049,10,1
135.0,310.0,FFT,0.0,0.0,10,1
151.46841373496187,271.45828165840754,CF_1,0.04460974989628876,-0.1896767711689327,11,1
152.52278204366047,351.5354134631998,CF_2,0.05188125547352048,0.049359443173730755,11,1
158.34289747829524,304.9637416418737,CF_3,0.09201998260893271,-0.08966047271082479,11,1
145.0,335.0,FFT,0.0,0.0,11,1
157.33494725696983,278.7707870500662,CF_1,0.015064175851418235,-0.1800859204409818,12,1
158.37173662694886,357.51283415891066,CF_2,0.02175313952870232,0.051508335761501954,12,1
163.9178498422028,313.0855504936958,CF_3,0.0575345151109858,-0.07916014560677709,12,1
155.0,340.0,FFT,0.0,0.0,12,1
159.70317056022367,281.6844405356213,CF_1,-0.0018551839986020724,-0.183523360766315,13,1
160.73357735630583,359.94174411891044,CF_2,0.0045848584769114355,0.04330940324321865,13,1
166.1775096906438,316.30107596227344,CF_3,0.03860943556652376,-0.08318528706587408,13,1
160.0,345.0,FFT,0.0,0.0,13,1
194.67909463018663,337.25220223105396,CF_1,-0.0016456685631455095,-0.14619695637707858,14,1
195.72424262282829,416.6290697561993,CF_2,0.0037140647324527447,0.05475713862328944,14,1
201.8725125678121,371.8528120830872,CF_3,0.03524365419390818,-0.05860047573901974,14,1
195.0,395.0,FFT,0.0,0.0,14,1
200.46303754036984,344.6089740424267,CF_1,0.0023151877018491975,-0.1491136443396871,15,1
201.49504292817414,422.98768742054676,CF_2,0.007475214640870718,0.04441404301369571,15,1
207.4176296783207,379.8378677588982,CF_3,0.03708814839160354,-0.06212872158296741,15,1
200.0,405.0,FFT,0.0,0.0,15,1
205.70341419215205,351.4168826957939,CF_1,0.003431288742205136,-0.15321233085350866,16,1
206.72435127825543,428.9549810375482,CF_2,0.00841146965002647,0.0336264603314414,16,1
212.4436776988523,387.2482943100394,CF_3,0.036310622921230724,-0.06687157997580868,16,1
205.0,415.0,FFT,0.0,0.0,16,1
213.54688063108603,362.0860483956831,CF_1,-0.006758694739134763,-0.148032827304275,17,1
214.55409688841354,438.58207765655504,CF_2,-0.002073967960867258,0.03195782978012952,17,1
219.98224731541657,398.91395209367477,CF_3,0.02317324332751894,-0.06137893625017702,17,1
215.0,425.0,FFT,0.0,0.0,17,1
224.71850035643,376.8039568519479,CF_1,-0.02296304192856516,-0.13378400723690145,18,1
225.7034766454862,451.61090568816996,CF_2,-0.01868053632397302,0.03818599008774704,18,1
230.79144537678428,414.475700229359,CF_3,0.0034410668555838325,-0.04718229832331263,18,1
230.0,435.0,FFT,0.0,0.0,18,1
227.59818990759496,381.08232099432774,CF_1,-0.0104426525756741,-0.1339038159219824,19,1
228.58573945998396,456.0847039548193,CF_2,-0.006148958869634977,0.03655614535186205,19,1
233.54597772411802,419.6007938617499,CF_3,0.015417294452687033,-0.04636183213238664,19,1
230.0,440.0,FFT,0.0,0.0,19,1
229.88997841475597,383.8060124528173,CF_1,-0.021744772703166073,-0.13751457875771395,20,1
230.8737951222764,458.5248934263068,CF_2,-0.0175583186286111,0.030393018935520877,20,1
235.78038289395784,422.42917884218343,CF_3,0.003320778272161001,-0.0507209464220597,20,1
235.0,445.0,FFT,0.0,0.0,20,1
245.96259753700184,405.66026890217097,CF_1,-0.016149609851992635,-0.1276123249415678,21,1
246.9209888343657,478.44814160890917,CF_2,-0.01231604466253725,0.028920734642815416,21,1
251.4861899935778,445.0705046443936,CF_3,0.005944759974311182,-0.04285912979700296,21,1
250.0,465.0,FFT,0.0,0.0,21,1
255.88665668303784,418.3648639026962,CF_1,0.003477085031520948,-0.11923186546800803,22,1
256.8288475130363,489.9223440133986,CF_2,0.007171951031514879,0.0314154610808391,22,1
261.1756704505082,458.16797003277486,CF_3,0.024218315492189103,-0.035435852562579244,22,1
255.0,475.0,FFT,0.0,0.0,22,1
258.9185768975879,421.74719217820115,CF_1,-0.004159319624661879,-0.12136001629541428,23,1
259.8574828901717,493.05519555819706,CF_2,-0.0005481427301088633,0.0271983240795772,23,1
264.1644228473911,461.5912929268723,CF_3,0.016017010951504262,-0.03835147306901601,23,1
260.0,480.0,FFT,0.0,0.0,23,1
271.2095751450369,439.83301575808144,CF_1,-0.013783363108956647,-0.12033396848383711,24,1
272.1587492736927,511.92086321992866,CF_2,-0.010331820822935614,0.023841726439857325,24,1
276.23232467831264,481.69948847127506,CF_3,0.004481180648409587,-0.03660102305744988,24,1
275.0,500.0,FFT,0.0,0.0,24,1
281.78252543826915,454.5706231034407,CF_1,-0.0112893844271258,-0.1173385959156491,25,1
282.7274024997146,526.3321170372658,CF_2,-0.007974026316790978,0.022004110751972405,25,1
286.6153762949029,497.3471948936113,CF_3,0.005667986999659254,-0.03427729146871594,25,1
285.0,515.0,FFT,0.0,0.0,25,1
284.9346885491285,458.06464335245755,CF_1,-0.00022916298551400248,-0.11055409057775233,26,1
285.8765284531011,529.5954713441632,CF_2,0.003075538431933741,0.02834072105662763,26,1
289.7311191857996,500.85720685471335,CF_3,0.01660041819578817,-0.027461734262692515,26,1
285.0,515.0,FFT,0.0,0.0,26,1
294.1484444405962,470.87613245082474,CF_1,-0.0028866290149280605,-0.11155446707391559,27,1
295.0879179335528,542.2272363316383,CF_2,0.00029802689339923313,0.023070257229506272,27,1
298.7868566328038,514.4884594680705,CF_3,0.012836802145097593,-0.02926705760741423,27,1
295.0,530.0,FFT,0.0,0.0,27,1
313.13375292731695,499.7330836612567,CF_1,-0.005924593881533499,-0.10761949346204155,28,1
314.116977092604,574.4069622554712,CF_2,-0.0028032473250667474,0.025726718313341376,28,1
317.70931514655194,546.7801358444046,CF_3,0.008601000465244266,-0.02360690027784886,28,1
315.0,560.0,FFT,0.0,0.0,28,1
314.414013704558,501.1191867921204,CF_1,-0.001860273953784166,-0.11306338620863648,29,1
315.39629976591056,575.7218182976432,CF_2,0.001258094494954144,0.018976669553350714,29,1
318.97916196167637,548.1660913997134,CF_3,0.012632260195797995,-0.029794528496082436,29,1
315.0,565.0,FFT,0.0,0.0,29,1
319.72225141766194,507.82542798947577,CF_1,-0.0008679643198064469,-0.10907819650969162,30,1
320.69846320699077,581.9667308705989,CF_2,0.0021826975218461444,0.020994264685261218,30,1
324.20211383019745,554.9940063932023,CF_3,0.013131605719367024,-0.026326304573329278,30,1
320.0,570.0,FFT,0.0,0.0,30,1
333.0203726949617,526.3133048960451,CF_1,-0.00590933523892036,-0.10794355102365236,31,1
333.99425679721895,600.2778246712104,CF_2,-0.003002218515764322,0.01742004181561084,31,1
337.3667724745344,574.2520063818445,CF_3,0.007064992461296717,-0.026691514607043276,31,1
335.0,590.0,FFT,0.0,0.0,31,1
341.08709951350073,536.8585617119512,CF_1,-0.011341740540577589,-0.10523573048008132,32,1
342.0542779544478,610.313800128655,CF_2,-0.008538324769716528,0.017189666881091626,32,1
345.32574737087094,585.0294719606183,CF_3,0.0009441952778867903,-0.024950880065636245,32,1
345.0,600.0,FFT,0.0,0.0,32,1
355.14368730863936,554.9084607110412,CF_1,0.00040475298208269726,-0.09770981998204675,33,1
356.0957172422627,627.2132007605225,CF_2,0.003086527442993544,0.019858863025239763,33,1
359.2356626648639,603.047206893382,CF_3,0.01193144412637725,-0.01943543594572024,33,1
355.0,615.0,FFT,0.0,0.0,33,1
371.44943864347977,577.1601694130009,CF_1,-0.00946816361738729,-0.09818723529218616,34,1
372.3968225731933,649.1120549007708,CF_2,-0.006941806471484597,0.014237585782454331,34,1
375.4489649320061,625.7199278803945,CF_3,0.0011972398186829499,-0.022312612686883605,34,1
375.0,640.0,FFT,0.0,0.0,34,1
374.1258323298314,580.2203506046757,CF_1,-0.002331113787116313,-0.09340570218019426,35,1
375.0708489624696,651.9924446871447,CF_2,0.0001889305665855924,0.018738194823663613,35,1
378.1007065570001,628.7669632075539,CF_3,0.008268550818666882,-0.017551619988197053,35,1
375.0,640.0,FFT,0.0,0.0,35,1
375.9185274089527,582.189341354768,CF_1,-0.010740717344861357,-0.09738086611663879,36,1
376.8622811873104,653.8655242192738,CF_2,-0.00825715477023586,0.01374499878957173,36,1
379.88080209158693,630.7249762910901,CF_3,-0.0003136787063501862,-0.022131819703736254,36,1
380.0,645.0,FFT,0.0,0.0,36,1
378.5547186948029,585.203078395891,CF_1,-0.0038033718557818775,-0.0927084055877659,37,1
379.49616638000475,656.7041181684865,CF_2,-0.0013258779473559164,0.018145919641064344,37,1
382.4930934137499,633.7250299719822,CF_3,0.00656077214144704,-0.017480573686849354,37,1
380.0,645.0,FFT,0.0,0.0,37,1
382.9590302110736,590.9401506045358,CF_1,-0.005301220230977709,-0.09086130676225261,38,1
383.898400893788,662.28344625625,CF_2,-0.0028612963797714453,0.01889760962500007,38,1
386.8455260774604,639.6342050575197,CF_3,0.004793574227169922,-0.015947376834585088,38,1
385.0,650.0,FFT,0.0,0.0,38,1
393.095191200265,604.9917542036328,CF_1,-0.004822300758822805,-0.09023796360355969,39,1
394.0386522390663,676.6457040933376,CF_2,-0.0024337917998320936,0.017512336982462556,39,1
396.8983720851876,654.4939383337748,CF_3,0.004806005278955921,-0.015798588971767145,39,1
395.0,665.0,FFT,0.0,0.0,39,1
396.1182981587659,608.4323842829782,CF_1,-0.00970425460308519,-0.09189196375674895,40,1
397.05924331444726,679.8952579590438,CF_2,-0.007351891713881855,0.014769041729916062,40,1
399.89674582322357,657.9113373337401,CF_3,-0.0002581354419410786,-0.018042780098895362,40,1
400.0,670.0,FFT,0.0,0.0,40,1
403.4678519356961,618.2772917853054,CF_1,-0.003783081640256535,-0.09076868855102155,41,1
404.4081023959769,689.6874047565134,CF_2,-0.001461475565489073,0.014246183465460865,41,1
407.1777831098975,668.1350390959966,CF_3,0.005377242246660539,-0.017448471917652055,41,1
405.0,680.0,FFT,0.0,0.0,41,1
412.98813604472565,630.7804442417277,CF_1,-0.004847864952468314,-0.08582544312793094,42,1
